--PAYEMENT 2020

--JAN
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R00001' , 'S001' , 'VSCC', '03-JAN-2020', 369.82);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01041' , 'S001' , 'DBCD', '26-DEC-2020', 1653.12);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01042' , 'S004' , 'CASH', '27-DEC-2020', 1592.64);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01043' , 'S003' , 'CASH', '27-DEC-2020', 1653.12);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01044' , 'S002' , 'CHEQ', '28-DEC-2020', 1612.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01045' , 'S001' , 'VSCC', '28-DEC-2020', 1572.48);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01046' , 'S002' , 'CASH', '29-DEC-2020', 1653.12);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01047' , 'S006' , 'CASH', '29-DEC-2020', 1908.64);


--PAYEMENT 2021

--JAN
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01048' , 'S002' , 'VSCC', '03-JAN-2021',337.02);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01049' , 'S003' , 'MSCC', '03-JAN-2021', 328.68);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01050' , 'S005' , 'ONBK', '03-JAN-2021', 304.92);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01051' , 'S001' , 'DBCD', '04-JAN-2021', 308.88);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01052' , 'S004' , 'CASH', '04-JAN-2021', 324.72);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01053' , 'S005' , 'GBAB', '04-JAN-2021', 324.72);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01054' , 'S004' , 'CHEQ', '04-JAN-2021', 549.84);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01055' , 'S003' , 'AECC', '05-JAN-2021', 316.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01056' , 'S002' , 'VSCC', '05-JAN-2021', 324.72);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01057' , 'S002' , 'CHEQ', '05-JAN-2021', 324.72);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01058' , 'S002' , 'CASH', '06-JAN-2021', 316.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01059' , 'S001' , 'DBCD', '06-JAN-2021', 324.72);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01060' , 'S002' , 'MSCC', '06-JAN-2021', 390.32);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01061' , 'S001' , 'AECC', '07-JAN-2021', 371.28);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01062' , 'S002' , 'CASH', '07-JAN-2021', 572.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01063' , 'S004' , 'CASH', '07-JAN-2021', 390.32);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01064' , 'S002' , 'ONBK', '08-JAN-2021', 371.28);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01065' , 'S003' , 'ONBK', '08-JAN-2021', 380.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01066' , 'S004' , 'TNGO', '08-JAN-2021', 390.32);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01067' , 'S006' , 'TNGO', '09-JAN-2021', 390.32);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01068' , 'S001' , 'CHEQ', '09-JAN-2021', 376.04);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01069' , 'S003' , 'CASH', '09-JAN-2021', 414.92);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01070' , 'S004' , 'TNGO', '10-JAN-2021', 376.04);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01071' , 'S005' , 'MSCC', '10-JAN-2021', 480.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01072' , 'S001' , 'VSCC', '10-JAN-2021', 410.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01073' , 'S002' , 'CASH', '11-JAN-2021', 390.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01074' , 'S004' , 'TNGO', '11-JAN-2021', 400.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01075' , 'S001' , 'DBCD', '11-JAN-2021', 574.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01076' , 'S002' , 'GBAB', '12-JAN-2021', 390.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01077' , 'S002' , 'CASH', '12-JAN-2021', 395.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01078' , 'S001' , 'TNGO', '12-JAN-2021', 410.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01079' , 'S004' , 'CASH', '13-JAN-2021', 410.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01080' , 'S004' , 'CASH', '13-JAN-2021', 553.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01081' , 'S001' , 'ONBK', '13-JAN-2021', 410.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01082' , 'S005' , 'ONBK', '14-JAN-2021', 390.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01083' , 'S005' , 'ONBK', '14-JAN-2021', 400.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01084' , 'S003' , 'CHEQ', '14-JAN-2021', 558.90);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01085' , 'S003' , 'CASH', '15-JAN-2021', 565.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01086' , 'S003' , 'MSCC', '15-JAN-2021', 531.30);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01087' , 'S006' , 'VSCC', '15-JAN-2021', 565.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01088' , 'S006' , 'VSCC', '16-JAN-2021', 558.90);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01089' , 'S006' , 'VSCC', '16-JAN-2021', 694.20);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01090' , 'S001' , 'TNGO', '16-JAN-2021', 531.30);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01091' , 'S003' , 'MSCC', '17-JAN-2021', 552.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01092' , 'S004' , 'CASH', '17-JAN-2021', 565.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01093' , 'S004' , 'DBCD', '17-JAN-2021', 545.10);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01094' , 'S004' , 'CASH', '18-JAN-2021', 811.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01095' , 'S002' , 'CASH', '18-JAN-2021', 565.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01096' , 'S002' , 'TNGO', '18-JAN-2021', 1404.78);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01097' , 'S001' , 'TNGO', '19-JAN-2021', 1420.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01098' , 'S001' , 'GBAB', '19-JAN-2021', 1456.32);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01099' , 'S003' , 'CASH', '19-JAN-2021', 1456.32);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01100' , 'S005' , 'CASH', '20-JAN-2021', 1385.28);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01101' , 'S005' , 'CHEQ', '20-JAN-2021', 1708.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01102' , 'S005' , 'VSCC', '20-JAN-2021', 1456.32);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01103' , 'S001' , 'CHEQ', '21-JAN-2021', 1456.32);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01104' , 'S001' , 'CHEQ', '21-JAN-2021', 1474.08);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01105' , 'S001' , 'MSCC', '21-JAN-2021', 1456.32);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01106' , 'S001' , 'VSCC', '22-JAN-2021', 1385.28);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01107' , 'S005' , 'MSCC', '22-JAN-2021', 1403.04);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01108' , 'S005' , 'AECC', '22-JAN-2021', 640.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01109' , 'S005' , 'AECC', '23-JAN-2021', 656.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01110' , 'S005' , 'CHEQ', '23-JAN-2021', 902.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01111' , 'S005' , 'CASH', '23-JAN-2021', 632.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01112' , 'S004' , 'CASH', '24-JAN-2021', 640.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01113' , 'S004' , 'MSCC', '24-JAN-2021', 640.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01114' , 'S004' , 'AECC', '24-JAN-2021', 632.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01115' , 'S003' , 'CASH', '25-JAN-2021', 656.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01116' , 'S003' , 'MSCC', '25-JAN-2021', 624.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01117' , 'S002' , 'CASH', '26-JAN-2021', 632.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01118' , 'S002' , 'CHEQ', '26-JAN-2021', 656.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01119' , 'S005' , 'TNGO', '27-JAN-2021', 671.50);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01120' , 'S005' , 'CASH', '27-JAN-2021', 851.16);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01121' , 'S005' , 'CASH', '28-JAN-2021', 590.40);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01122' , 'S001' , 'MSCC', '28-JAN-2021', 575.64);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01123' , 'S001' , 'MSCC', '29-JAN-2021', 1785.96);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01124' , 'S001' , 'DBCD', '29-JAN-2021', 3016.22);


--FEB
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01125' , 'S006' , 'CASH', '03-FEB-2021', 605.16);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01126' , 'S005' , 'CASH', '03-FEB-2021', 612.54);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01127' , 'S005' , 'CHEQ', '03-FEB-2021', 568.26);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01128' , 'S005' , 'AECC', '04-FEB-2021', 575.64);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01129' , 'S006' , 'AECC', '04-FEB-2021', 851.16);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01130' , 'S004' , 'CASH', '04-FEB-2021', 637.96);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01131' , 'S004' , 'CHEQ', '05-FEB-2021', 583.02);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01132' , 'S004' , 'MSCC', '05-FEB-2021', 960.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01133' , 'S002' , 'MSCC', '05-FEB-2021', 984.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01134' , 'S001' , 'DBCD', '06-FEB-2021', 984.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01135' , 'S001' , 'DBCD', '06-FEB-2021', 960.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01136' , 'S001' , 'DBCD', '06-FEB-2021', 984.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01137' , 'S005' , 'CASH', '07-FEB-2021', 1279.20);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01138' , 'S005' , 'CASH', '07-FEB-2021', 936.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01139' , 'S005' , 'MSCC', '07-FEB-2021', 960.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01140' , 'S003' , 'VSCC', '08-FEB-2021', 984.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01141' , 'S003' , 'AECC', '08-FEB-2021', 936.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01142' , 'S003' , 'CASH', '08-FEB-2021', 960.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01143' , 'S004' , 'DBCD', '09-FEB-2021', 984.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01144' , 'S004', 'GBAB', '09-FEB-2021', 1180.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01145' , 'S004' , 'GBAB', '09-FEB-2021', 1169.20);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01146' , 'S002' , 'TNGO', '10-FEB-2021', 1180.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01147' , 'S002' , 'TNGO', '10-FEB-2021', 1137.60);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01148' , 'S003' , 'CASH', '10-FEB-2021', 316.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01149' , 'S003' , 'VSCC', '11-FEB-2021', 488.72);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01150' , 'S003' , 'TNGO', '11-FEB-2021', 308.88);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01151' , 'S004' , 'MSCC', '11-FEB-2021', 316.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01152' , 'S004' , 'VSCC', '12-FEB-2021', 324.72);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01153' , 'S004' , 'CASH', '12-FEB-2021', 308.88);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01154' , 'S005' , 'GBAB', '12-FEB-2021', 312.84);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01155' , 'S005' , 'TNGO', '13-FEB-2021', 324.72);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01156' , 'S005' , 'AECC', '13-FEB-2021', 324.72);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01157' , 'S006' , 'MSCC', '13-FEB-2021', 312.84);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01158' , 'S006' , 'CASH', '14-FEB-2021', 324.72);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01159' , 'S006' , 'CASH', '14-FEB-2021', 308.88);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01160' , 'S006' , 'CASH', '14-FEB-2021', 409.60);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01161' , 'S001' , 'TNGO', '15-FEB-2021', 417.96);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01162' , 'S001' , 'TNGO', '15-FEB-2021', 434.60);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01163' , 'S001' , 'TNGO', '15-FEB-2021', 374.22);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01164' , 'S002' , 'CASH', '16-FEB-2021', 718.32);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01165' , 'S002' , 'MSCC', '16-FEB-2021', 385.56);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01166' , 'S002' , 'AECC', '16-FEB-2021', 371.28);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01167' , 'S003' , 'MSCC', '17-FEB-2021', 366.52);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01168' , 'S003' , 'AECC', '17-FEB-2021', 380.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01169' , 'S003' , 'CHEQ', '17-FEB-2021', 390.32);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01170' , 'S004' , 'CHEQ', '18-FEB-2021', 376.04);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01171' , 'S004' , 'CASH', '18-FEB-2021', 390.32);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01172' , 'S004' , 'MSCC', '18-FEB-2021', 410.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01173' , 'S005' , 'GBAB', '19-FEB-2021', 546.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01174' , 'S005' , 'TNGO', '19-FEB-2021', 400.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01175' , 'S005' , 'VSCC', '19-FEB-2021', 410.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01176' , 'S005' , 'CASH', '20-FEB-2021', 410.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01177' , 'S006' , 'TNGO', '20-FEB-2021', 413.40);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01178' , 'S006' , 'TNGO', '20-FEB-2021', 400.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01179' , 'S006' , 'MSCC', '21-FEB-2021', 410.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01180' , 'S006' , 'MSCC', '21-FEB-2021', 410.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01181' , 'S003' , 'CASH', '21-FEB-2021', 415.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01182' , 'S003' , 'CASH', '22-FEB-2021', 410.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01183' , 'S003' , 'CHEQ', '22-FEB-2021', 390.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01184' , 'S003' , 'CHEQ', '22-FEB-2021', 545.10);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01185' , 'S001' , 'MSCC', '23-FEB-2021', 552.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01186' , 'S001' , 'DBCD', '23-FEB-2021', 565.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01187' , 'S001' , 'DBCD', '23-FEB-2021', 811.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01188' , 'S001' , 'DBCD', '24-FEB-2021', 643.85);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01189' , 'S002' , 'TNGO', '24-FEB-2021', 552.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01190' , 'S002' , 'CASH', '24-FEB-2021', 552.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01191' , 'S002' , 'AECC', '25-FEB-2021', 545.10);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R01192' , 'S002' , 'MSCC', '25-FEB-2021', 565.80);
